date,open,high,low,close,diff,volume,ema12,ema26,macd_line,signal_line,macd_hist
2024-07-12,125010,127455,123440,124350,0,1207365,124350.0,124350.0,0.0,0.0,-1.0
2024-07-19,125125,126375,121400,122385,-1965,1155004,124051.1407,124205.2486,-154.1079,-30.3661,-124.74
2024-07-26,121570,122475,116335,116945,-5440,1410445,122970.3588,123670.4237,-700.0648,-162.3264,-538.74
2024-08-02,117795,119635,113420,113420,-3525,1507666,121517.8328,122915.328,-1397.4952,-405.7095,-992.79
2024-08-09,109845,113265,104060,111920,-1500,2882158,120058.0863,122105.3591,-2047.2727,-729.1702,-1319.1
2024-08-16,112760,119100,112400,118400,6480,743368,119805.9059,121832.4045,-2026.4986,-984.8014,-1042.7
2024-08-23,118400,118440,115450,116880,-1520,1008644,119360.9012,121467.5865,-2106.6852,-1205.8623,-901.82
2024-08-30,116375,116730,113925,115580,-1300,868690,118785.8592,121033.8784,-2248.0192,-1411.2134,-837.81
2024-09-06,116200,116850,111220,111245,-4335,1108212,117638.9605,120312.7824,-2673.8219,-1660.0033,-1014.82
2024-09-13,109560,115700,109485,115070,3825,840624,117248.244,119926.5738,-2678.3297,-1860.6587,-818.67
2024-09-20,115160,117490,115160,117345,2275,378692,117262.9598,119736.4026,-2473.4428,-1981.4043,-493.04
2024-09-27,117715,119850,117615,117815,470,811199,117346.9203,119594.8628,-2247.9425,-2033.9242,-215.02
2024-10-04,117255,118055,115765,117775,-40,389268,117412.0275,119460.8029,-2048.7755,-2036.8505,-12.93
2024-10-11,120005,122015,118670,121700,3925,899362,118064.1906,119625.753,-1561.5624,-1943.1977,380.64
2024-10-18,121955,124215,121780,123580,1880,1167013,118903.097,119917.0419,-1013.9449,-1760.0937,745.15
2024-10-25,124045,125615,123830,125380,1800,1384772,119888.1773,120319.4698,-431.2925,-1498.261,1065.97
2024-11-01,126535,127045,121960,122560,-2820,1503863,120294.5381,120484.518,-189.9799,-1240.4716,1049.49
2024-11-08,122595,130400,122035,130240,7680,1298879,121807.1559,121203.1539,604.002,-877.0285,1480.03
2024-11-15,131440,132105,129010,129010,-1230,1183866,122902.6455,121778.2438,1124.4017,-482.658,1606.06
2024-11-22,127125,129405,126730,129290,280,1269078,123874.1063,122331.596,1542.5102,-83.6101,1625.12
2024-11-29,129920,130300,128600,129380,90,863721,124711.5046,122850.8155,1860.6891,299.503,1560.19
2024-12-06,129830,136200,129830,135375,5995,1006474,126333.329,123773.4074,2559.9216,744.9057,1814.02
2024-12-13,137270,138710,136035,138470,3095,1186074,128179.2105,124856.0293,3323.1812,1252.9403,2069.24
2024-12-20,138515,141470,135155,135730,-2740,1637927,129327.6195,125657.0584,3670.5611,1729.3188,1940.24
2024-12-27,137615,143900,137470,141825,6095,1322826,131228.3618,126848.067,4380.2948,2251.6786,2127.62
2024-12-30,141680,141680,140025,140880,-945,321532,132696.2916,127881.7269,4814.5647,2756.6808,2056.88
2025-01-03,138200,139445,136860,137510,-3370,815660,133428.4145,128590.992,4837.4226,3166.6791,1669.74
2025-01-10,139700,140785,136430,137545,35,1337413,134054.5112,129250.5874,4803.9238,3489.2889,1313.63
2025-01-17,136600,137920,134900,137205,-340,1340869,134533.673,129836.5478,4697.1252,3727.2862,968.84
2025-01-24,139035,139915,136455,139210,2005,1498070,135244.9014,130527.0415,4717.8599,3922.4731,794.39
2025-01-31,138615,140235,138505,139825,615,357805,135941.4944,131211.974,4729.5204,4081.4972,647.02
2025-02-07,137100,140420,136330,139990,165,1540118,136557.2367,131858.6058,4698.6309,4203.0999,494.53
2025-02-14,139805,141755,139330,141530,1540,1117532,137313.5505,132571.0473,4742.5032,4309.3863,432.12
2025-02-21,141865,142615,140545,140785,-745,1827837,137841.5276,133176.1267,4665.4009,4379.5369,284.86
2025-02-28,138765,138775,132950,134035,-6750,3821576,137262.588,133239.3955,4023.1926,4309.3213,-287.13
2025-03-07,133085,133560,129390,129540,-4495,2298261,136088.0499,132966.8801,3121.1698,4075.2028,-955.03
